ListSchema={"schemaXmlList":["<Field ID=\"{fa564e0f-0c70-4ab9-b863-0177e6ddd247}\" Type=\"Text\" Name=\"Title\" DisplayName=\"Title\" Required=\"TRUE\" SourceID=\"http://schemas.microsoft.com/sharepoint/v3\" StaticName=\"Title\" FromBaseType=\"TRUE\" MaxLength=\"255\" CustomFormatter=\"\" EnforceUniqueValues=\"TRUE\" Indexed=\"TRUE\" />","<Field Type=\"Choice\" DisplayName=\"Platform\" Required=\"FALSE\" EnforceUniqueValues=\"FALSE\" Indexed=\"FALSE\" Format=\"Dropdown\" FillInChoice=\"TRUE\" StaticName=\"field_1\" Name=\"field_1\" ID=\"{6ee51ccb-ff18-4ca2-928c-9eb794dfa8af}\"><CHOICES /></Field>","<Field Type=\"Choice\" DisplayName=\"Version Found\" Required=\"FALSE\" EnforceUniqueValues=\"FALSE\" Indexed=\"FALSE\" Format=\"Dropdown\" FillInChoice=\"TRUE\" StaticName=\"field_2\" Name=\"field_2\" ID=\"{c08685f2-380a-42ca-8d8d-1750a05bbc96}\"><CHOICES /></Field>","<Field Type=\"Text\" DisplayName=\"Build Fixed\" Name=\"field_3\" ID=\"{4a0b6493-947c-408d-b1eb-e21472d65bcf}\" StaticName=\"field_3\" />","<Field Type=\"Choice\" DisplayName=\"Functionality\" Required=\"FALSE\" EnforceUniqueValues=\"FALSE\" Indexed=\"FALSE\" Format=\"Dropdown\" FillInChoice=\"TRUE\" StaticName=\"field_4\" Name=\"field_4\" ID=\"{94fc4227-92d7-49a8-97a2-6f87708cae9e}\"><CHOICES /></Field>","<Field ID=\"{4ee09c9c-567b-4bb6-b399-ae40e1afd982}\" DisplayName=\"Issue Title\" Name=\"field_5\" StaticName=\"field_5\" Type=\"Note\" />","<Field ID=\"{820545f3-5000-4335-9c69-9e6885a1aa5c}\" DisplayName=\"Summary\" Name=\"field_6\" StaticName=\"field_6\" Type=\"Note\" />","<Field ID=\"{28cf69c5-fa48-462a-b5cd-27b6f9d2bd5f}\" ReadOnly=\"TRUE\" Type=\"DateTime\" Name=\"Modified\" DisplayName=\"Modified\" StorageTZ=\"TRUE\" SourceID=\"http://schemas.microsoft.com/sharepoint/v3\" StaticName=\"Modified\" FromBaseType=\"TRUE\" Indexed=\"TRUE\" AutoIndexed=\"TRUE\" />","<Field AppendOnly=\"FALSE\" Description=\"Internal Comment field&#xA;Can place case links, notes or further info about JIRA/SCR here\" DisplayName=\"Internal Comments\" Format=\"Dropdown\" IsModern=\"TRUE\" IsolateStyles=\"FALSE\" Name=\"InternalComments\" RichText=\"FALSE\" RichTextMode=\"Compatible\" Title=\"Internal Comments\" Type=\"Note\" ID=\"{90423312-42b4-4997-8b72-f46231360718}\" StaticName=\"InternalComments\" />","<Field ID=\"{82642ec8-ef9b-478f-acf9-31f7d45fbc31}\" ReadOnly=\"TRUE\" Type=\"Computed\" Name=\"LinkTitle\" DisplayName=\"Ticket\" DisplayNameSrcField=\"Title\" ClassInfo=\"Menu\" AuthoringInfo=\"(linked to item with edit menu)\" ListItemMenuAllowed=\"Required\" LinkToItemAllowed=\"Prohibited\" SourceID=\"http://schemas.microsoft.com/sharepoint/v3\" StaticName=\"LinkTitle\" FromBaseType=\"TRUE\"><FieldRefs><FieldRef Name=\"Title\" /><FieldRef Name=\"LinkTitleNoMenu\" /><FieldRef Name=\"_EditMenuTableStart2\" /><FieldRef Name=\"_EditMenuTableEnd\" /></FieldRefs><DisplayPattern><FieldSwitch><Expr><GetVar Name=\"FreeForm\" /></Expr><Case Value=\"TRUE\"><Field Name=\"LinkTitleNoMenu\" /></Case><Default><HTML><![CDATA[<div class=\"ms-vb itx\" onmouseover=\"OnItem(this)\" CTXName=\"ctx]]></HTML><Field Name=\"_EditMenuTableStart2\" /><HTML><![CDATA[\">]]></HTML><Field Name=\"LinkTitleNoMenu\" /><HTML><![CDATA[</div>]]></HTML><HTML><![CDATA[<div class=\"s4-ctx\" onmouseover=\"OnChildItem(this.parentNode); return false;\">]]></HTML><HTML><![CDATA[<span>&nbsp;</span>]]></HTML><HTML><![CDATA[<a onfocus=\"OnChildItem(this.parentNode.parentNode); return false;\" onclick=\"PopMenuFromChevron(event); return false;\" href=\"javascript:;\" title=\"Open Menu\"></a>]]></HTML><HTML><![CDATA[<span>&nbsp;</span>]]></HTML><HTML><![CDATA[</div>]]></HTML></Default></FieldSwitch></DisplayPattern></Field>"]}
"Title","Platform","Version Found","Build Fixed","Functionality","Issue Title","Summary","Internal Comments"
"326413","Core Services","19.8.9","20.8.1.1000","Unity Client | CSP","Improved rendering process so that it is more efficiently consumed, once per image document, to resolve wait time performance issues",,
"273084","Core Services","16.1.0","20.8.1.1000","Unity Forms | CSP","When printing an Image Form using native browser printing, the background and signatures print properly.","Image Form backgrounds and signatures print correctly when printed using the native browser printing. This is currently not supported in Internet Explorer 11.",
"302176","Core Services","17.0.0","20.8.1.1000","Unity Forms | CSP","Unity Scripts executed through a Custom Action will properly get values of fields that have been marked required by another Custom Action",,
"326283","Core Services","19.8.0","20.8.1.1000","Unity Forms | CSP","On a Unity Form, clicking the white space next to a checkbox or radio button will no longer toggle the control.",,
"326328","Core Services","20.3.0","20.8.1.1000","Unity Forms | CSP","Unity Form Template thumbnails will now display properly when viewing a template with Bar Code Reader or Attachment control types",,
"326680","Core Services","20.8.0","20.8.1.1000","Unity Forms | CSP","Using Send To File on a Unity Form will no longer fail when using the TIFF file format option",,
"326734","Core Services","18.0.1","20.8.1.1000","Unity Forms | CSP","The scroll bar for the Select Keyset dialog will now properly display when opened in the Web Client Unity Form viewer.",,
"326880","Core Services","20.8.0","20.8.1.1000","Unity Forms | CSP","Focus Field Custom Action will now properly move focus when moving from a Date or Date Time field used as part of the condition","Fixed an issue where focus would move to the next open field vs the configured field for the Focus Field Custom Action.",
"323355","Core Services","18.0.1","20.8.1.1000","Web Client - ASP.NET | CSP","NavPanel Left Panel does not get into a Negative State","NavPanel Left Panel does not get into a Negative State",
"325589","Core Services","18.0.1","20.8.1.1000","Web Client - ASP.NET | CSP","When using the Send to - Create new Document functionality the page selected in the viewer is being retained in the Web Client",,
"325717","Core Services","18.0.1","20.8.1.1000","Web Client - ASP.NET | CSP","When the OnBase Web Server is configured for non-interactive domain authentication, an existing session will not prevent users from logging in",,
"326551","Core Services","20.3.0","20.8.1.1000","Web Client - ASP.NET | CSP","In IE, with certain objects, the core-js JSON.stringify polyfill to add Symbol support now works properly and it does not thrown an exception error",,
"326767","Core Services","18.0.1","20.8.1.1000","Web Client - ASP.NET | CSP","Datagrid is no longer leaking memory when loading new results",,
"CSFMD-104","Unknown","18.0.1","20.8.1.1000","Web Server","When using the Send to - Create new Document functionality the page selected in the viewer is being retained in the Web Client","The Document Viewer in the HTML Web Client now respects the selected page after the ""Send to > Create New Document"" action is taken on a selected page.",
"CSFPR-155","Unknown","18.0.0","20.8.1.1000","Web Server","The 'Scale To Gray' display option is now enabled by default in the HTML Web Client Document Viewer.",,
"CSFM-1553","Unknown","18.0.1","20.8.1.1000","Web Server","NavPanel Left Panel gets in a negative state requiring the user to clear local storage","Prior to this software correction the navigation panel could get into a state where it had a very small width and the user could not resolve this behavior without clearing their local storage. This has been resolved.",
"324591","Core Services","20.8.0","20.8.1.1000","Web Services Publishing","Service account is not required for Highest and Medium-Low security Level for Web Services Publishing web.config",,
"314581","Core Services","18.1.0","20.8.1.1000","Workflow - ASP .NET | CSP","Re-Indexing in the Web Client now causes the inbox to refresh upon completion",,
"324318","Core Services","18.0.1","20.8.1.1000","Workflow - ASP .NET | CSP","The re-sizing of Workflow Panels is now persistent in Chrome",,
"325951","Core Services","18.0.1","20.8.1.1000","Workflow - Unity | CSP","When selecting documents in a Workflow queue, the same query is no longer executed for every related document",,
"326464","Core Services","18.0.1","20.8.1.1000","Workflow - Unity | CSP","Unity Client no longer treats WorkView Filters as a custom query when applied to the inbox and the queue is configured to display filtered counts",,
"326844","Core Services","18.0.1","20.8.1.1000","Workflow - Unity | CSP","When clicking on a Life Cycle in the Unity Client, a query is no longer used to get all of the documents in the Life Cycle when ‘Display All Items when Life Cycle is selected’ is unchecked",,
"326422","Core Services","17.0.1","20.8.1.1000","Workflow | CSP","The queue count in the Unity Client Life Cycle Tree is now accurate",,
"326664","Core Services","20.8.0","20.8.1.1000","Workflow | CSP","Documents are now properly locked to respective autofeed users when other users are trying to lock the incoming autofeed/exclusive view document",,
"326426","Thick Client","20.3.0","20.8.1.1000","Workflow Classic Interface | TC","When a Report in Configuration is added to Workflow, it now uses the correct Workflow Engine",,
"325694","Core Services","19.12.2","20.8.1.1000","WorkView - ASP .NET | CSP","The Close Object action successfully closes objects in all clients.",,
"326257","Core Services","20.3.0","20.8.1.1000","WorkView - ASP .NET | CSP","Web Team fix resolved WorkView Object loading issue when using refresh or navigation buttons in IE11",,
"326529","Core Services","18.0.1","20.8.1.1000","WorkView - ASP .NET | CSP","The Delete button for WorkView Objects will now be enabled when viewed through the Workflow viewer.","Users that have rights to delete a WorkView Class Object will now have the Delete button enabled when viewing in Workflow.",
"326835","Core Services","18.0.1","20.8.1.1000","WorkView - ASP .NET | CSP","Document locks are released when closing an object with a document opened via an embedded document.",,
"319775","Core Services","18.1.0","20.8.1.1000","WorkView - Unity | CSP","Multi-line data set drop down arrows can be easily selected.",,
"320456","Core Services","17.0.1","20.8.1.1000","WorkView - Unity | CSP","Editing a WorkView embedded filter that contains extended class data will now save the modifications without error",,
"325487","Core Services","19.8.4","20.8.1.1000","WorkView - Unity | CSP","Several usability issues with WorkView Objects has been fixed to work as expected in Foundation after Chromium changes were implemented",,
"325818","Core Services","19.8.12","20.8.1.1000","WorkView - Unity | CSP","FIXED: Region setting causes error when using a load balancer: (Script Exception error) Skriptausnahmefehler:Uncaught TypeError: Cannot read property 'replace' of null",,
"327021","Core Services","18.0.1","20.8.1.1000","WorkView - Unity | CSP","When using the regional settings set to Spanish Panama, WorkView Classes configured with Currency Attributes will save as expected.",,
"321422","Core Services","17.0.2","20.8.1.1000","WorkView | CSP","Unity Scripts to add constraints to a filter using the %D[-31] macro functions properly",,
"324610","Core Services","20.8.0","20.8.1.1000","WorkView | CSP","Internal Code change with Filters.  No functionality change.",,
"326698","Core Services","20.8.0","20.8.1.1000","WorkView | CSP","Internal security code improvements","Code was changed internally to address ignored exceptions.  There are no functional changes for the user.",
"326864","Core Services","17.0.2","20.8.1.1000","WorkView | CSP","Fixed an issue causing certain WorkView fixed constraint macros to fail when the filter is moved through the Unity API.",,
"326874","Core Services","20.8.0","20.8.1.1000","WorkView | CSP","Internal Code change with Class and Application.  No functionality change.",,
"326921","Core Services","20.8.0","20.8.1.1000","WorkView | CSP",".",,
"327051","Core Services","20.8.0","20.8.1.1000","WorkView | CSP",".",,
"327061","Core Services","20.8.0","20.8.1.1000","WorkView | CSP","Internal",,
"327074","Core Services","18.0.1","20.8.1.1000","WorkView | CSP","Document folders filled via script are showing in the correct order.",,
"327092","Core Services","20.8.0","20.8.1.1000","WorkView | CSP","Internal",,
"327099","Core Services","20.8.0","20.8.1.1000","WorkView | CSP","Internal API.",,
"327112","Core Services","20.8.0","20.8.1.1000","WorkView | CSP","Internal",,
"327134","Core Services","20.8.0","20.8.1.1000","WorkView | CSP","Internal",,
"REN-2770","Unknown",,"20.3.70.8","Core Services - Rendering","Removed duplication of default font store location during Datalogics initialization","If the default font store location is initialized manually, the LST font cache file can grow in size over time, causing performance issues in the application server.",
"CAPIN-3042","Unknown",,"20.3.70.3","Mailbox Importer","Resolved issue(s) with Mailbox Importer importing duplicate documents","Resolved an issue where Mailbox Importer imported duplicate documents because of not marking emails as read. Previously, duplicate documents were loaded in OnBase from email through Mailbox Importer. This caused numerous duplicate documents to appear in Brainware and OnBase.",
"RIP-2146","Unknown",,"20.3.70.2","Application Server","Service profile logging is now enabled by default, with a logging level set to ""Information"".","Service profile logging will always log at the ""Information"" level regardless of what the log level is set as.",
"FDTN-2373","Unknown",,"20.3.70.1","Integration for Brainware","Resolved issue with the Integration for Brainware preventing Default Keywords from being applied to a document when it was re-indexed to a different Document Type.","When re-indexing a document to a different Document Type, any Default Keywords configured for that Document Type were not correctly applied. This issue has been resolved; the Default Keywords are now applied when Keywords Values are not extracted during Brainware classification.",
"FDTN-2330","Unknown",,"20.3.68.1000","Document Imaging Bar Code","Resolved issue preventing the Unity Client from consistently capturing the Document Date when applied by a script during Bar Code Processing.","Users utilizing the Scan From Disk functionality were unable to consistently capture the Document Date when applied by a script during Bar Code Processing at scan time. This has been resolved.",
"FDTN-2339","Unknown",,"20.3.68.1000","Document Imaging Bar Code","Resolved issue preventing the BarcodeDocumentUpdates.AddKeyword method from expanding an AutoFIll Keyword Set if the value does not match the original barcode value.","When a value other than the original barcode value was passed to the BarcodeDocumentUpdates.AddKeyword method, the AutoFill Keyword Set would not expand even if a matching primary keyword exists. This has been resolved.",
"HC-172458","Unknown",,"20.3.68.1000","HL7","Resolved issue with the HL7 Back-end Job Processor updating primary keyword values to be blank in standards AutoFill Keyword Sets, causing subsequent high memory usage and performance issues.","The HL7 Back-end Job Processor will no longer update primary keyword values in standard AutoFill Keyword Sets (AFKSs) to be blank. This prevents a subsequent issue, where the HL7 Back-end Job Processor would find a blank primary AFKS row and query the entire AFKS table. When this subsequent issue occurred, the HL7 Back-end Job Processor would consume a significant amount of memory and eventually the service would stop or would fail to continue processing other jobs. Changes were also made to prevent the HL7 Back-end Job Processor from querying AutoFill Keyword Sets without a keyword to filter results on.

More information: 
When performing certain jobs, the HL7 Back-end Job Processor will update AutoFill Keyword Sets (AFKSs) via reverse-lookup. A reverse-lookup update occurs when the secondary keyword being updated by the HL7 Import Process is assigned as a primary keyword on other standard AFKSs.  The HL7 Back-end Job Processor will then update other secondary keyword values that are also in the associated standard AFKSs. Also, as in the event of an AFKS merge, the primary keyword value may also be updated, which could cause this issue to occur. 

The issue mentioned above would update the primary keyword in associated standard AFKSs to be blank whenever that keyword was updated to be blank in the original AFKS being updated by the HL7 Import Process. ",
